,title,rating,date,categorie,comments,sentiment,aspect_opinion
2027,Borderless panty,5,2019-08-10,Women’s fashion,"Good product quality Soft fabric, mm mm, mm, mm, mm, mm, mm, mm Like a lot Cheaper than other stores.",Positive,product: Good; mm: Soft
2028,Borderless panty,5,2019-08-02,Women’s fashion,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ ❤️❤️,Neutral,
2029,Borderless panty,5,2019-07-18,Women’s fashion,Beautiful work. Fabric is very smooth. Fast delivery. Good transportation service Like it 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Positive,work: Beautiful; Fabric: smooth; delivery: Fast; service: Good
2030,Borderless panty,5,2019-08-16,Women’s fashion,Very good. kg,Positive,product: good
2031,Borderless panty,5,2019-08-23,Women’s fashion,The speed of delivery is very good. Very good value The quality of the product is very good. The service from the store is very good.,Positive,speed: good; value: good; quality: good; service: good
2032,Borderless panty,5,2019-07-15,Women’s fashion,"Very cheap, very worthwhile. If there is a pro, how to subsidize again? Good quality, cost effective Must be hit Can buy again",Positive,product: cheap; product: worthwhile; quality: Good
2033,Borderless panty,5,2019-07-30,Women’s fashion,"Good price, fast delivery Good quality Good seller Answer questions clearly Good quality products Next time will be subsidized again.",Positive,delivery: fast; quality: Good; seller: Good; quality: Good
2034,Borderless panty,5,2019-07-03,Women’s fashion,"The shop is shipping very fast. Get the product as ordered. Pants, good fabric, soft fabric, will be subsidized.",Positive,
2035,Borderless panty,5,2019-08-14,Women’s fashion,Products can be delivered exactly as ordered. Fast delivery Well packaged Cheaper than the market Very good value,Positive,delivery: Fast
2036,Borderless panty,5,2019-08-05,Women’s fashion,t 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍 😍😍,Neutral,
2037,Borderless panty,5,2019-08-11,Women’s fashion,Received the product Very high quality products Received a lot of products The ordered items match the color you want. Next time there is a chance to subsidize.,Positive,quality: high
2038,Borderless panty,5,2019-07-26,Women’s fashion,"Very high quality product, beautiful color, no defect at all. Plus the price is very cheap Very comfortable To subsidize again Very good service delivery staff",Positive,quality: high; color: beautiful; price: cheap comfortable; staff: good
2039,Borderless panty,5,2019-08-07,Women’s fashion,Reed and Reed Reed and Reed Reed Reed,Neutral,
2040,Borderless panty,4,2019-08-03,Women’s fashion,Honey 🌱🍯🌱🌱🍯🌱🌱🌱 🌱🍯🍯🍯🍯🌱🍯🌱 🌱🍯🌱🌱🍯🌱🍯🌱 🌱🍯🌱🌱🍯🌱🍯🌱 honey Hi honey! Honey 🌱🍯🌱🌱🍯🌱🐝🌱 🌱🍯🌱🌱🍯🌱🌱🌱 🌱🍯🍯🍯🍯🌱🍯🌱 honey honey Hi honey! 🌱🌼,Neutral,
2041,Borderless panty,4,2019-08-02,Women’s fashion,L site is very small. Very little to be dismayed. Please go to the site more than this. Fell is so much like this. Lost the most feeling. Good delivery. Everything is good. Price is good. The only site L is less.,Positive,site: small; product: little; feeling: most; delivery: Good; Everything: good; Price: good; site: less; site: only
2042,Borderless panty,5,2019-06-07,Women’s fashion,"Good product, good quality, good working order, many rounds, inexpensive price. 👍🤞🤞🤞🤞🤞👍👍🤞🤞🤞👍🤞🤞👍",Positive,order: many; order: good; price: inexpensive
2043,Borderless panty,5,2019-08-03,Women’s fashion,"Good product, worth the price, buy a lot, this shop is very worthwhile, because it costs a lot to send. Kept for a long time Very good value for money, next time of course",Positive,product: Good worth; shop: worthwhile; value: good
2044,Borderless panty,4,2019-05-10,Women’s fashion,"Good product quality The speed of delivery is very good. Ordered the day after tomorrow, cheap, good value, good for the price",Positive,product: Good; quality: good; speed: good
2045,Borderless panty,3,2019-07-10,Women’s fashion,"The products that we ordered are black, cream, watermelon color, but black, all the vendors are not informed. Actually, the trader should inform us first. Because we received orders again, 60 black ones all",Neutral,products: black; product: that; cream: black
2046,Borderless panty,5,2019-07-27,Women’s fashion,"Good quality products, suitable for affordable, comfortable. 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻🤩🤩🤩🤩🤩",Positive,quality: Good; products: suitable; product: affordable
2047,Borderless panty,4,2019-06-23,Women’s fashion,"Very good product quality Very good value Fast delivery, huh, hahaha.",Positive,quality: good; value: good; delivery: Fast
2048,Borderless panty,5,2019-08-02,Women’s fashion,Delivery by the delivery company is very good. Fast and call Very strong package parcel Good quality products Complete as ordered and very beautiful 👍🏻👍🏻👍🏻,Positive,Delivery: good; quality: Good; products: strong
2049,Borderless panty,5,2019-06-19,Women’s fashion,"Fast delivery Good quality products over price The fabric is very good, soft fabric, beautiful color, product quality like the products in expensive stores. Try to buy in the promotion period very impressed.",Positive,delivery: Fast; quality: Good; product: beautiful color
2050,Borderless panty,5,2019-06-27,Women’s fashion,"The product is very good. The fabric is soft, smooth, very comfortable to wear. Very good quality products, good value, good use, not disappointed. The price is not expensive. Went to buy the market more expensive Soft and smooth fabric When wearing the outer pants, it will not be attached to the underwear. Wearing and feeling comfortable, not making it uncomfortable too Next time will come to buy",Positive,product: good; fabric: smooth comfortable; product: soft; use: not; use: good; price: not expensive; product: smooth; fabric: expensive Soft; pants: outer; time: Next
2051,Borderless panty,5,2019-07-11,Women’s fashion,"You picture the product very well. Very good value, not thin, thick, good, good to wear. Very fast delivery. Very pleasant.",Positive,value: good; product: thin; delivery: fast; product: pleasant
2052,Borderless panty,5,2019-08-13,Women’s fashion,"Send the sensitivity of the good, cheap, comfortable to send, good sensitivity, cheap, comfortable to wear, good sensitivity, cheap, comfortable to wear, good sensitivity, cheap price, comfortable to wear, good sensitivity, cheap, comfortable to wear, good sensitivity, cheap, comfortable to wear Good price, cheap, comfortable to wear, good sensitivity, cheap, comfortable to wear, good sensitivity, cheap price, comfortable to wear, good sensitivity, cheap price, comfortable to wear",Positive,product: good; product: cheap; sensitivity: good; product: cheap; sensitivity: good; product: cheap; sensitivity: good; price: cheap comfortable; sensitivity: good comfortable; product: cheap; sensitivity: good comfortable; product: cheap; price: Good; product: cheap; sensitivity: good comfortable; product: cheap; price: cheap comfortable; sensitivity: good; price: cheap comfortable
2053,Borderless panty,5,2019-07-25,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good.,Positive,quality: good; delivery: fast; service: good; service: good
2054,Borderless panty,5,2019-07-19,Women’s fashion,"Received the product. Product quality is very good. The fabric is smooth, comfortable to wear, good value for the product. The speed of delivery is good.",Positive,quality: good; fabric: comfortable; value: good; speed: good
2055,Borderless panty,5,2019-08-13,Women’s fashion,"Very comfortable, cheap, like a lot of reeds.",Positive,
2056,Borderless panty,5,2019-08-01,Women’s fashion,"Good product quality, soft fabric, good overall, considered worth the price. Choose DHL shipping very slowly, almost a week to receive the item.",Positive,product: Good; fabric: soft
2057,Borderless panty,4,2019-07-26,Women’s fashion,White color is bigger than friends. Other private Freesize sizes are size M.,Positive,color: bigger; color: White; sizes: Other private
2058,Borderless panty,5,2019-08-08,Women’s fashion,Product quality is very good. Very good value. Very fast. Shipping and product packs are very good.,Positive,quality: good; value: good; packs: good
2059,Borderless panty,5,2019-07-20,Women’s fashion,"Very good, very, very, very, very, very, very, very, very Any other, any other, very, very, very, very, very, really, really, really Very, very, very, very, very, very, very, very, very, very, very, very, very Any other, any other, any other, any other, any other, very good, any other Other Very good",Positive,product: good; product: other; product: other; product: other; product: other; product: other; product: other; product: good; product: other; product: Other; product: good
2060,Borderless panty,5,2019-07-21,Women’s fashion,"Smooth fabric, good value for money, cheap, smooth fabric, good value for money, cheap, smooth fabric, good value for money, cheap, smooth fabric, good value for money, cheap, smooth fabric, good value for money, cheap, smooth fabric, good value Very cheap price",Positive,value: Smooth good
2061,Borderless panty,3,2019-04-24,Women’s fashion,"The quality is good. The fabric is soft but good. Waiting for a long time, like a kan, to be wrapped like this ........................",Positive,quality: good; fabric: soft; product: good
2062,Borderless panty,5,2019-08-13,Women’s fashion,Very worthwhile ..... 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Positive,product: worthwhile
2063,Borderless panty,5,2019-07-24,Women’s fashion,"Very soft fabric, fast delivery, good, very like 👍👍👍👍👍👍👍❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😘😘😘😘😘😘😘😬😘😘😘😘😘😘😘😬😬😬😬😘 😘😘😘😬😘😘😘😘😘😘😘😘😘😘😘😘😘",Positive,delivery: soft fast
